ERR2726404.KEGG,ERR2726405.KEGG,ERR2726406.KEGG,ERR2726407.KEGG,ERR2726408.KEGG,ERR2726409.KEGG,ERR2726410.KEGG,ERR2726411.KEGG,ERR2726415.KEGG,ERR2726419.KEGG,ERR2726420.KEGG,ERR2726421.KEGG,ERR2726422.KEGG,ERR2726423.KEGG,ERR2726427.KEGG,ERR2726428.KEGG,ERR2726429.KEGG,ERR2726430.KEGG,ERR2726431.KEGG,ERR2726432.KEGG,ERR2726433.KEGG,ERR2726434.KEGG,ERR2726435.KEGG,ERR2726436.KEGG,ERR2726437.KEGG,ERR2726441.KEGG,ERR2726442.KEGG,ERR2726443.KEGG,ERR2726444.KEGG,ERR2726445.KEGG,ERR2726446.KEGG,ERR2726447.KEGG,ERR2726448.KEGG,ERR2726449.KEGG,ERR2726450.KEGG,ERR2726451.KEGG,ERR2726452.KEGG,ERR2726453.KEGG,ERR2726457.KEGG,ERR2726458.KEGG,ERR2726459.KEGG,ERR2726460.KEGG,ERR2726461.KEGG,ERR2726462.KEGG,ERR2726463.KEGG,ERR2726467.KEGG,ERR2726471.KEGG,ERR2726472.KEGG,ERR2726473.KEGG,ERR2726474.KEGG,ERR2726475.KEGG,ERR2726476.KEGG,ERR2726480.KEGG,ERR2726484.KEGG,ERR2726485.KEGG,ERR2726486.KEGG,ERR2726487.KEGG,ERR2726488.KEGG,ERR2726489.KEGG,ERR2726493.KEGG,ERR2726494.KEGG,ERR2726498.KEGG,ERR2726499.KEGG,ERR2726500.KEGG,ERR2726501.KEGG,ERR2726502.KEGG,ERR2726503.KEGG,ERR2726504.KEGG,ERR2726505.KEGG,ERR2726506.KEGG,ERR2726507.KEGG,ERR2726511.KEGG,ERR2726512.KEGG,ERR2726513.KEGG,ERR2726517.KEGG,ERR2726518.KEGG,ERR2726522.KEGG,ERR2726526.KEGG,ERR2726527.KEGG,ERR2726531.KEGG,ERR2726532.KEGG,ERR2726533.KEGG,ERR479419.KEGG,ERR479428.KEGG,ERR479432.KEGG,ERR479436.KEGG,ERR479440.KEGG,ERR479444.KEGG,ERR479448.KEGG,ERR479452.KEGG,ERR479456.KEGG,ERR479460.KEGG,ERR479464.KEGG,ERR479468.KEGG,ERR479472.KEGG,ERR479476.KEGG,ERR479480.KEGG,ERR479484.KEGG,ERR479488.KEGG,ERR479492.KEGG,ERR479496.KEGG,ERR479500.KEGG,ERR479504.KEGG,ERR479508.KEGG,ERR479512.KEGG,ERR479516.KEGG,ERR479520.KEGG,ERR479524.KEGG,ERR479528.KEGG,ERR479532.KEGG,ERR479534.KEGG,ERR479538.KEGG,ERR479542.KEGG,ERR479546.KEGG,ERR479550.KEGG,ERR479554.KEGG,ERR479558.KEGG,ERR479562.KEGG,ERR479566.KEGG
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05864898722333198,0.0,0.0,0.0,0.0,0.0,0.003343175908597502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18358179111782252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014412428282948312,0.0,0.0,0.0,0.0,0.0,0.0,0.0013987359123640694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06304728244842832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01115209911936149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007500064364846371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031704428801281807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11231313836457392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.006132827207208198,0.0,0.004882465078212235,0.007826990857384745,0.0,0.16861636460018412,0.0,0.0,0.0,0.0,0.0,0.0,0.009046131455506515,0.009719802433911282,0.0,0.004609253252589672,0.0,0.0,0.0,0.0017590151686751718,0.0,0.0012257699063156742,0.0,0.0,0.004479819063688346,0.0,0.0,0.0,0.0,0.0,0.0,0.011452700846460693,0.0,0.0018742855313508327,0.0,0.018406287230882414,0.0,0.0,0.0,0.016924144257821412,0.0,0.012468557362319423,0.00738210660444187,0.00963381939726868,0.0,0.0,0.0,0.0,0.00809959405725779,0.20695573238727935,0.0,0.0,0.0,0.0019895466847375974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002724120143881175,0.0,0.0,0.0,0.014726632025214275,0.0,0.22726050813472864,0.008486888965491166,0.027380560911247784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007310338229934256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00226325502352917,0.0,0.0,0.0,0.0,0.0,0.06937221293233863,0.0,0.0,0.0,0.033962094308692736
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6031978491448848,0.2272112100870425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18058073205827788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2494574772706784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04019107183829517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031070482769802087,0.0,0.0,0.0,0.0,0.020754644274943262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14254414045046496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1987330114751621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3738319292510163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057138304393541776,0.0,0.0,0.0,0.0,0.018420531217286158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0105793510706747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6532618426744852,0.0,0.0,0.0,0.0,0.01258297524174258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011681688701256335,0.0,0.007798292787087538,0.0,0.0,0.0,0.0,0.013283586818422956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06195587536058456,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.003918803351452768,0.0,0.0,0.0,0.0,0.0,0.0,0.0009374471392528547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005040616700530137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008128286134759282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0330458692093067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.02667260090013772,0.11801412886411546,0.008013514400854705,0.0,0.01859144808562492,0.0274938022802923,0.0,0.0,0.0,0.0,0.0,0.0,0.0675974177620844,0.03143754482348102,0.005902956858236406,0.0,0.0,0.0,0.054556783529980696,0.002436096696715477,0.0,0.0,0.0,0.036017957971898336,0.020740423315137275,0.02309918497547594,0.0,0.009863096108196882,0.014955100864441543,0.036524433329351916,0.01339794007995498,0.0292479078154492,0.0017878336227952114,0.010794158235933948,0.0,0.007927429608127147,0.0,0.0,0.0,0.0030120861007627213,0.0,0.015882883647335342,0.00873068798588887,0.015683103918307708,0.10885226675365113,0.0,0.025978462868320798,0.0,0.011237991718493087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016437355952391838,0.0,0.02883786448196125,0.0,0.02732393689330812,0.0,0.032524065692199365,0.0,0.0,0.02376632720280433,0.06926221159484301,0.03606017104348234,0.03222782296132558,0.0,0.05401491057584555,0.0,0.0,0.0,0.0,0.008601623048370921,0.03607424179287067,0.0,0.0,0.0,0.0,0.0,0.005831114862310617,0.004853708375050321,0.028201359524506264,0.0,0.0,0.0,0.0,0.0,0.0,0.008917094736053047,0.0,0.0,0.0,0.0,0.0,0.0,0.013269292023393898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002032767243288288,0.1836961148029351,0.016168235278731072,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.022999796966458968,0.0,0.017337587246048045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019730376702667862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003976353465782773,0.0,0.0,0.0,0.0,0.03219960619508834,0.0,0.0,0.0003606286835149615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11005582769255176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00676478187842236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038365941628786385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07275066624693781,0.0,0.02849843011823072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
