HD-1,HD-2,HD-3,HD-4,HD-5,HD-6,HD-7,HD-8,HD-9,HD-10,HD-11,HD-12,HD-13,HD-14,HD-15,HD-16,HD-17,HD-18,HD-19,HD-20,HD-21,HD-22,HD-23,HD-24,HD-25,HD-26,HD-27,HD-28,HD-29,HD-30,HD-31,HD-32,HD-33,HD-34,HD-35,HD-36,HD-37,HD-38,HD-39,HD-40,HD-41,HD-42,HD-43,HD-44,HD-45,HD-46,HD-47,HD-48,HD-49,HD-50,HD-51,HD-52,HD-53,HD-54,HD-55,HD-56,HD-57,HD-58,HD-59,HD-60,HD-61,HD-62,HD-63,HD-64,HD-65,HD-66,HD-67,HD-68,HD-69,HD-70,HD-71,HD-72,HD-73,HD-74,HD-75,HD-76,HD-77,HD-78,HD-79,HD-80,HD-81,HD-82,HD-83,LD-1,LD-2,LD-3,LD-4,LD-5,LD-6,LD-7,LD-8,LD-9,LD-10,LD-11,LD-12,LD-13,LD-14,LD-15,LD-17,LD-18,LD-19,LD-20,LD-21,LD-22,LD-23,LD-24,LD-25,LD-26,LD-27,LD-28,LD-29,LD-30,LD-31,LD-32,LD-34,LD-35,LD-37,LD-38,LD-39,LD-40,LD-41,LD-42,LD-43,LD-44,LD-46,LD-47,LD-48,LD-49,LD-50,LD-51,LD-52,LD-53,LD-54,LD-55,LD-56,LD-57,LD-58,LD-59,LD-60,LD-61,LD-62,LD-63,LD-64,LD-65,LD-66,LD-67,LD-68,LD-69,LD-70,LD-71,LD-72,LD-73,LD-74,LD-75,LD-76,LD-77,LD-78,LD-79,LD-80,LD-81,LD-82,LD-83,LD-84,LD-85,LD-86,LD-87,LD-88,LD-89,LD-90,LD-91,LD-92,LD-93,LD-94,LD-95,LD-96,LD-97,LD-98
0.0,0.978378701192701,0.0,0.777080898848713,2.971324661540517,1.8326875164395318,0.0,0.9762756414839101,0.0,0.6537846230739787,3.700419742225308,1.0228223013472448,1.4455201353075184,1.2241637873416638,1.2099461372823899,0.6423041695510898,1.8024372651373626,1.3378937363184504,0.0,1.0859344725160274,1.4491915747179078,0.7533649229002498,0.0,0.0,0.8743956697535449,0.0,0.0,2.1188082141132085,0.9625342164836077,0.0,0.8803485632422587,0.9680022517436692,0.8567945125556555,3.535350037073771,2.636900663616335,0.0,1.3945690171025351,0.0,0.0,0.7841605429442229,0.75700617309234,0.0,1.6825193638145757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0319756160355684,1.8088792512401461,0.6731945742162666,3.019954497380823,0.410840370900157,0.0,2.050536523702076,1.0721263857562569,0.0,1.2230270675425106,0.0,0.4552811848565326,1.2352981695418108,0.0,0.0,2.3627812584519923,1.874627805642974,0.6633719471901167,0.0,0.0,1.7707275781977365,1.3824625221443942,1.6854019800014677,0.6899521397981538,0.0,0.0,0.0,0.0,0.0,0.9720529480280925,1.1158322986525653,0.0,1.0788557276675985,0.0,0.0,0.8070663541916776,0.0,0.0,1.0372697541813578,0.0,0.0,0.0,0.0,1.8548614034660487,2.3432201886727055,0.0,1.9029688339212896,0.0,0.0,0.0,0.0,0.0,0.0,0.7280162681087455,0.0,0.0,1.8394557652246282,1.1248640826800687,0.0,0.0,0.0,0.41088377719558056,0.0,0.0,1.2787222667338325,0.7223523531110602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7602976042401539,0.0,0.9293062313353433,0.0,0.0,0.0,0.0,2.15333192476019,0.6660384736091793,0.0,2.073330113490253,1.8697885129732104,0.0,1.8208120772287195,1.3381562468386696,0.5975550103765925,0.0,0.0,0.0,0.0,0.0,0.0,1.2299877614762558,0.9861851836027862,0.0,0.0,0.0,0.0,1.2757401318352455,2.2393522118983267,0.8573998202183677,0.3858396278763305,0.0,1.569077862034236,0.8449640613658922,0.0,0.0,1.508494573822003,1.4950555283680187,2.2149702753494704,0.6587370422349368,0.0,0.0,0.38056322982246255,0.7963651765162515,0.0,0.0,0.0,0.0,0.6487047218823316,0.0,0.0,1.795280704214908,0.0
0.0,0.0,0.0,0.0,3.427485496216657,0.0,0.0,0.0,0.0,0.0,3.627907951785183,1.249833648372237,0.0,0.0,1.6362185788753583,0.0,2.069544073232984,1.70033761610993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.200766415266999,3.4150650003909417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31916991245573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.30769809453384,2.0908127905817917,0.0,3.4674555672094454,0.0,0.0,2.385047187835823,0.0,0.0,1.4858801743751202,0.0,0.0,1.5965583232360432,0.0,0.0,1.4421844717905177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1598293668576343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4327670351122251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4733323456219845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3986595643345536,0.5569639658218997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5458893151563486,0.0,0.0,0.0,0.0,0.0,0.0,2.295282215337306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4891652577016785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.405861694585323,2.6798989128983735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.072164124665777,0.0
3.2118719455314886,2.840606237389769,0.0,0.0,0.0,1.7133394955450736,0.0,0.6743521741707652,0.0,0.0,4.491521558977752,1.670287438507559,0.0,0.0,0.907229108327508,2.46409316523824,0.0,0.0,0.0,0.0,0.0,2.0738819148964347,2.3908409966359194,0.0,0.0,0.0,0.668082807173538,0.0,2.1851434312207507,0.0,0.0,0.0,0.4786301758063662,1.5928421032248101,0.7918640698347513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66771958175283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7511766104252313,0.49222237899397797,0.0,1.5441688191701548,0.0,1.6409401549276146,0.0,0.0,0.7365962169534379,0.0,0.0,0.0,0.0,0.0,0.0,1.574125734502953,3.023155975049522,0.0,0.0,0.0,0.0,0.0,1.3107938001307613,2.303500217159684,0.0,0.0,0.0,0.0,0.0,0.0,0.9927176818095843,0.0,0.0,1.9057167262036339,0.0,0.0,0.0,0.0,0.8345736941638634,0.0,0.0,0.0,0.0,1.7461450514415535,0.0,1.018684019602171,1.2741244682288917,0.0,0.0,0.0,0.0,0.0,0.0,1.634918477047975,0.0,0.0,2.7427521651943447,0.0,0.5917368555417799,0.6476276543715305,1.445779664750878,0.0,0.0,1.8051727420325958,2.6229912426076387,0.4150122518947131,0.0,1.3805133604835167,0.0,0.8247108365457179,1.055744024064042,0.0,0.0,0.0,0.0,0.4545865289491388,0.0,0.0,0.0,0.0,0.0,0.0,1.4881756323627822,2.7822177307240756,0.0,0.0,0.0,0.538657348658309,0.5110732809122474,0.0,0.0,0.0,0.0,1.0002380250452203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8347516608514998,1.7213595340642018,1.589073128859937,0.0,0.0,0.0,2.5220431908277465,0.0,0.0,1.8369501645691173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2111119011442684,0.0
0.0,2.654692160086708,4.104576529861961,3.064170638229159,2.973486377353489,1.5827486706213036,0.0,0.0,1.1285837587140441,1.7769882891431203,0.0,2.481260186683174,4.89029735677262,4.531998957792478,2.0305444329880924,2.0750567885017186,4.784373631952018,0.0,0.0,3.6031396778485987,0.0,2.0496551609127898,1.797149975464704,3.5609631255801193,0.0,0.0,2.0315575256257685,0.0,3.854405649534838,1.0166674648654608,4.5015264048689705,0.6824384597344245,2.7074784083477432,1.0686157842983097,1.7098331987951985,2.8889263438904087,1.36486934479782,0.0,0.0,1.7890239004895314,0.7759860402996279,1.8728326986285957,2.0052382818514554,3.5983235152179547,3.1686901673751797,2.5183865815826496,2.3381362748909655,0.8507914236852803,0.0,0.8593017000930913,0.8367967014101171,4.699278991590002,0.0,0.0,2.537271214249027,3.070818637533277,2.85251627618618,0.0,1.50412203633356,0.0,0.7077456397390576,0.8386129811713858,1.0212593975510067,3.155406001380112,3.940819809852464,2.790557285478714,1.5017957938853048,0.0,1.280790067787294,4.140911959880046,3.7161008665558435,3.4699693064333785,1.3904750932756436,0.0,3.6308795351249055,3.006280068654339,5.288636885411765,2.154722533667495,2.86692577687555,2.642921020360604,2.589447113850779,3.1124065603072264,0.0,4.646621204586144,3.7343530340629894,3.7258109450522525,3.3770557089716426,4.911916356379291,5.009323879677368,0.6475355600080682,0.8782858949679815,0.0,3.0267858978504965,1.619835544497311,4.772936060956137,2.047650058948674,0.913561559291693,1.1078284499166302,2.8333596994544945,2.5233712568051194,0.0,3.018456140568036,4.445500271436964,3.8842481935504036,2.253816858408876,5.307807000833153,0.0,2.7223960739248394,5.362916935711661,3.645039868149109,5.101767718843062,0.0,4.449026454869985,3.6547597441677624,0.0,1.4421579252609555,0.0,0.68855637283525,0.0,5.474960652734959,5.211715063426168,1.7153574756112173,1.5987415528901825,2.3352088227581107,1.609159231147576,1.5530999590702579,1.2354329773744424,4.2036913700339795,0.9640880635221147,3.941334531758175,2.6109527714501235,2.565499693166199,0.0,1.2004792432281586,0.8445543793978152,0.0,2.89398730789684,1.311578677693819,0.0,3.2568536637645686,0.0,4.518671093365247,0.5928468860066068,1.2445583063434915,3.9951561440172307,1.0648483699337599,3.8195149145506284,1.7252438153558476,1.26230084939328,4.479373504090621,0.0,1.8249836812812306,2.9190616240096405,0.0,0.41954967797844006,4.16945765285992,3.199040954006159,2.2713151090630483,0.0,3.5745593185040523,3.6822114546199454,4.717842546175269,2.6546898690454284,1.0026521196727007,2.144871929394972,2.760665930621627,0.0,0.0,0.0,4.6739396596196885,3.527326864129921,0.0,1.0862130959294312,2.6106197527099724,2.2083518179590276,1.9525721318702831,4.070580815774548
0.0,0.9013399826408863,0.0,0.7250954523415216,0.7755984297076747,0.6133524835851114,0.88875688443252,1.9835573130983875,0.5078707363917403,0.6667384160847555,0.0,1.9877246912464772,0.0,0.0,2.572441029624272,1.0558203628264486,0.0,1.1382967878947754,0.0,0.7002710239355349,0.0,1.2897990611838168,0.0,0.0,0.0,3.191368404382404,0.0,0.543099892195429,0.5656361670851808,0.652665458311821,0.6440777707160246,0.0,0.6544905345256111,0.0,2.1551112753923096,0.0,0.0,1.9698264726433956,0.8065715320960312,1.0178934100359802,0.8109119292566076,1.0339620943086927,0.0,0.0,0.0,0.0,0.0,1.5494178168177077,0.0,0.0,1.4290106417229156,0.9256500922051115,0.7804360931084211,0.0,0.0,0.0,0.9012163928058557,0.8917146951861702,0.0,1.5153087597418888,0.0,0.0,1.0070375858420029,0.0,1.2150386372987672,1.3466222303902489,1.6386206829733656,0.0,0.0,0.0,0.8204526654919351,0.9825464410194045,0.0,0.8601603052014558,0.0,0.0,0.0,0.0,0.6112573808483789,0.0,0.8356977513986455,0.0,0.8464652340359609,1.0376633532050004,0.0,0.0,0.0,0.0,0.6912750818665534,1.116664178002179,0.0,0.0,0.0,0.5699285005546995,0.0,0.0,0.8568980700314066,0.0,0.9707285172008091,0.0,0.0,0.0,0.0,0.44641504995917614,0.0,0.8808108863895955,0.0,1.1655968424358616,0.0,0.0,0.0,0.37603472134829824,0.0,1.306069711975615,1.090108184223089,0.26832659166287054,1.012339826400409,0.8541233489692283,0.9329682415027545,0.0,0.0,0.0,0.0,0.6156140421687748,0.0,0.9432537264540196,0.0,0.0,0.6235859723997119,0.0,0.0,0.0,1.6553701484332652,1.32433826665315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2358066968567238,0.0,1.0034871043025122,0.0,1.5234013688891839,0.0,0.0,0.0,0.0,1.0012834275458127,1.6396396728287983,0.5584929610149744,0.0,0.6667384160847555,0.8744035393783953,0.0,0.0,0.0,1.4130957683418761,0.5513535899386104,0.9410987968901923,0.6264204457902856,0.5887757895668204,0.0,1.2170755793808088,0.0,0.0,0.0,0.0,1.0242913073325444,0.7892534904082295,0.0,0.0,1.1318594293896385,0.5529868780491902
0.0,1.7503106469893341,0.0,1.7037386055011137,2.600448176064016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.191265743325605,3.1063566955551516,0.0,0.0,0.0,0.0,0.0,2.312639037541928,0.0,0.0,0.0,0.0,0.0,1.448890381911974,0.9697638608663935,0.0,0.0,0.0,0.0,3.642338831084215,2.9186972581819846,2.448766187622035,0.0,0.0,0.0,0.0,0.0,0.5885551433874672,1.316024064086538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4338568050289693,0.0,1.7923722913412887,1.780070680001273,0.0,0.0,0.0,0.0,1.819533307683892,0.7899962765039731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9808442406101281,0.0,1.4881242047014338,1.8616020888215339,1.1052355477972395,0.0,3.168946843279096,0.0,0.0,0.0,3.247701220369515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9625675307586852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4092442829764586,0.0,0.0,0.0,0.0,0.0,0.0,0.6687999088316117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.242773210931926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37997577039243213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3827945030713429,0.0
0.0,0.0,0.0,1.120902634183319,0.0,0.0,0.5210004679053,0.0,2.521093464170153,1.1576711136975957,0.0,1.2473320890570214,0.0,0.842809921017837,4.010906024302135,0.0,0.0,0.0,1.1872103208303482,0.0,0.0,0.0,0.600735984610303,0.0,0.0,1.0839757949271935,0.0,1.2194566433969958,0.3068105113279741,0.5491565594827137,0.6165553129193183,0.0,3.272368140110931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6568075289477071,0.8241649922234162,2.358939139800775,0.0,1.4831218272132825,0.0,0.0,0.0,0.0,0.0,0.4208650219474463,1.1299094227815853,0.9726926540042646,2.1311877652478306,0.0,0.0,1.3230298930652702,0.0,0.0,0.6395192842511368,3.166880911634397,0.7825679236011952,0.0,0.0,0.0,0.0,0.0,1.3382418377688188,0.0,0.0,0.0,1.4456631471024404,0.0,0.631821376230747,0.0,1.752431763050742,0.0,0.948055061688056,1.2217162572321811,0.0,1.7463772669973296,1.5491565594827137,0.0,0.0,1.059742897911083,0.0,0.0,0.0,0.0,0.0,0.0,0.7417991725079855,0.17065578181429783,0.0,1.097442247640789,0.0,0.0,1.1734153039904962,0.0,0.0,0.0,0.0,0.6804863977325984,0.9340559734272814,0.0,4.1232597812147755,0.2816092378902464,0.5092397819598662,0.0,0.0,2.9378509415485246,0.0,0.0,0.0,0.2808494435735245,0.0,0.0,0.4028313024491429,1.1798294908513023,0.0,0.8442169068720917,0.0,0.0,3.974973432667228,0.0,0.0,1.2412605490472595,0.0,2.0144588490529136,0.0,0.7802764987676003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8167143803623997,1.092674276055721,4.649939597947601,0.0,0.0,0.0,0.0,0.5473905999415425,0.0,1.3219915720726738,0.0,0.9473818907543463,1.202405183160754,0.5185955647341478,0.0,0.3363290962901527,0.0,0.637220714666565,0.0,0.6779095927902983,0.0,0.0,0.5696660713115038,0.0,0.0,1.044065322296896,0.2953938997410497,0.0,0.0,0.0,0.0,0.5039999637027532,0.8437587821425132,1.587883403820976,1.1063885241016729,0.8529736256973822,1.7646603779880865
1.587302576822563,3.7254652405932793,1.970176311973398,1.0195951759657949,3.495056807919594,4.461040637556292,2.3366775754247087,2.6785654928769755,0.6037200985738556,1.3619704348440533,1.250846395802211,2.988199314328989,1.099867455256885,2.6814312736823878,3.651448987700325,2.44141176799535,0.9534291511537729,2.574801487481453,0.9183709677513824,1.8974960213822787,0.0,2.0860669952399493,1.0397209706129809,3.264158068016587,1.4380053486454014,1.7480060252611387,1.7395802721737637,2.9279324732604803,1.9149203698934762,0.6818809971990685,0.9593101996746323,1.670609232425592,2.047897796311719,4.141392733677249,2.9088167497984547,3.80293660798718,2.5058807698699517,2.5847316510461473,0.990432129013797,3.240987429974855,1.5396600993163454,1.6640777366214667,1.1880653751096892,1.0046020627689562,0.9351806111741411,0.0,2.20412506245223,2.317816330981655,1.564895153436653,0.0,1.7734309478648902,0.8085827512050094,4.016549804880078,2.3096389633517718,1.3209467285571774,1.3177382009819385,1.369706563864276,3.2160993859964,2.9893243290848144,2.2944972415583105,2.17138298945831,3.687601597566083,4.3684792224697455,0.0,1.265646923715638,2.5558063407762788,1.7110719477891942,3.2318455572981897,2.7374942450293376,0.0,2.2907929930808884,2.4929068405851798,0.0,1.1690270451348166,1.2789363146792305,0.0,1.1347400851055942,1.9626045457176593,1.210289106801822,1.2843660658103504,2.4806399672262027,1.271778238674707,3.6837480984964546,1.2438213844814816,1.1301467265816298,1.025914698750793,2.5653827052452067,0.8519109139599141,1.4058671392003776,0.5497184506718724,0.0,0.0,0.8075692493997564,4.4336612145530285,1.3130252215918499,0.0,1.931841877129418,1.9827545122950994,2.3185511246634927,0.9296395257208847,0.7527314673287604,1.032114952584982,1.5164438563016815,1.2103389864858518,4.442859916611628,1.0667367505809706,2.9007373821684386,2.1096714659677684,1.9144497156070222,0.0,1.1501112016609332,1.7287085496161565,0.0,0.9731851078716456,1.493570483826082,1.7010477414454952,1.5247306927703475,1.1520730624577982,1.175773678011776,0.0,1.7659929414311888,0.9310551684744313,1.214448131800919,2.456711543175101,0.0,1.1334517355591371,0.826257630990973,0.0,0.5247457347104789,1.921664828292332,1.4491968582410044,1.5112656125825508,2.323640999332037,0.9835901454399558,1.1874763920272722,0.0,2.2259350370395206,0.750906588491754,0.7516779456875783,0.0,0.711653484259637,0.0,0.6730226637750365,1.7728189093560645,0.0,0.0,2.1788962611451175,0.0,0.0,1.086675084456009,2.072644351842531,0.9713246615405174,0.8093238870688835,1.2159705225794795,0.6478946947855457,1.3791939675966538,1.0138624070198665,2.231100575006507,0.0,0.0,1.4452075787073992,3.008739650400033,0.9284499177910456,1.3125490098608488,1.5884591997394133,0.0,0.7482980618377726,3.0139249199976437,0.9234991128322929,2.08543485434369,1.3257548132805346,1.3125199674749453,1.592043156158026,0.5412471899966904,1.9524603092037776,3.818938477557238,0.0
0.0,0.0,0.0,0.0,0.0,5.305053410705682,0.0,1.1567849075543597,6.489438570247204,0.0,0.0,0.0,0.0,5.545390804938985,6.288595361814267,0.0,4.480196605340418,3.8679478467366155,0.0,0.0,0.0,0.0,5.676440343000055,0.0,0.0,0.0,0.0,0.0,3.0623324350174617,0.4648041666570508,0.0,5.018583436809736,2.9599370383015517,0.0,0.0,0.0,0.0,0.0,0.0,0.862026802570717,5.20622435656365,6.951032643922517,3.374823880082369,0.0,0.0,0.0,0.0,6.409834369411342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4964239999220887,0.0,0.0,0.0,4.6629055952426,0.0,5.211713506198176,0.0,0.0,0.0,0.0,3.4190669047226603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3269169547836073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.090632860739794,0.0,0.0,0.0,5.328200263162654,0.0,5.120549766478968,0.0,5.202631249715405,5.128588707486592,0.0,6.153554058319564,5.568118165167389,0.0,0.0,0.0,0.0,0.0,5.541309460102859,0.943471293003587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3313032177484825,4.934807087147832,0.0,5.835010482304719,2.2866564482760494,6.086470859610946,0.0,5.528935072192261,0.0,2.368508556797001,0.0,0.0,0.0,0.0,0.0,5.894906989418467,6.810336671596658,6.136701211440168,0.0,0.0,0.0,0.0,4.523426461812474,0.0,5.591994702773393,0.0,0.0,0.0,0.0,3.9249853791719236,0.0,0.5781078678830791,0.208816879759385,4.493042668873797,0.0,0.0,0.0,6.152924050384099,0.0,0.0,0.6224524961600832,0.0,5.775095328617956,4.796365176516251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3659164538580611,3.031149903150487
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34849305544283987,0.0,0.0,0.0,0.0,0.0,0.0,0.5460276567243588,0.0,0.0,3.9369394013247208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.824653817694706,0.0,0.0,0.0,0.0,0.0,0.7039157515384538,0.0,0.0,0.0,3.76822138435703,0.0,0.0,0.5635486548799542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4354472457549524,0.0,0.0,1.049024290177842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2355861528045227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3948872517984563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
